epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,1008.27,1.74046,3.46021,1.0641,0.32284,0.07192,0.05797,0.02973,1.73734,4.83628,1.04363,0.000311195,0.000311195,0.000311195
35,1037.13,1.68232,3.36152,1.02494,0.49075,0.09752,0.06796,0.03673,1.68501,4.30653,1.00326,0.000304685,0.000304685,0.000304685
36,1065.34,1.84381,3.57839,1.03174,0.66824,0.09543,0.06681,0.03538,1.64016,4.14825,1.00733,0.000298176,0.000298176,0.000298176
37,1095.09,1.63517,3.21769,0.99811,0.61334,0.07416,0.04756,0.03466,1.63872,4.11619,1.037,0.000291667,0.000291667,0.000291667
38,1122.35,1.62178,3.20361,0.97414,0.51153,0.09543,0.07002,0.04401,1.58984,4.04385,1.04535,0.000285158,0.000285158,0.000285158
39,1149.75,1.59591,2.98983,0.97253,0.43102,0.07668,0.05922,0.03459,1.62168,4.13165,1.02148,0.000278649,0.000278649,0.000278649
40,1176,1.61577,3.02613,0.9991,0.28705,0.10493,0.07771,0.04106,1.62994,4.04919,1.01773,0.000272139,0.000272139,0.000272139
41,1202.91,1.63214,3.01059,1.01458,0.30546,0.09034,0.06242,0.04467,1.59855,4.11341,1.09145,0.00026563,0.00026563,0.00026563
42,1229.72,1.65416,2.99431,0.97428,0.34198,0.1002,0.05915,0.04062,1.66624,4.05937,1.02493,0.000259121,0.000259121,0.000259121
43,1256,1.68168,3.02613,0.98053,0.30884,0.08313,0.05381,0.03112,1.69923,4.14026,1.08519,0.000252611,0.000252611,0.000252611
44,1283.27,1.55905,2.80833,0.99101,0.3301,0.1008,0.05684,0.03653,1.65375,4.17407,1.06806,0.000246102,0.000246102,0.000246102
45,1313.01,1.57798,2.83437,0.97939,0.35975,0.11662,0.06682,0.03982,1.6082,4.0053,1.06355,0.000239593,0.000239593,0.000239593
46,1338.72,1.46963,2.76271,0.94785,0.52705,0.08028,0.06931,0.044,1.55782,4.0321,1.0083,0.000233084,0.000233084,0.000233084
47,1366.43,1.62963,2.87073,0.9651,0.5531,0.08061,0.0785,0.04654,1.63485,4.08427,1.01125,0.000226575,0.000226575,0.000226575
48,1393.69,1.59638,2.71184,0.98483,0.44533,0.10121,0.05897,0.0433,1.61825,4.03075,1.03875,0.000220065,0.000220065,0.000220065
49,1421.44,1.52581,2.60206,0.9484,0.29747,0.10969,0.06777,0.04291,1.59209,4.14887,1.02148,0.000213556,0.000213556,0.000213556
50,1448.23,1.63894,2.63632,0.96209,0.44261,0.07278,0.05887,0.04119,1.67674,4.13519,1.04993,0.000207047,0.000207047,0.000207047
51,1474.37,1.6515,2.68089,0.90898,0.46857,0.0948,0.07417,0.04872,1.64392,3.96723,1.05432,0.000200537,0.000200537,0.000200537
52,1501.36,1.61059,2.56054,0.95835,0.32427,0.11837,0.08386,0.05661,1.64618,3.90621,1.06175,0.000194028,0.000194028,0.000194028
53,1528.04,1.47204,2.54999,0.94443,0.42258,0.1017,0.07811,0.05141,1.6232,4.11102,1.07383,0.000187519,0.000187519,0.000187519
54,1554.47,1.42921,2.41622,0.93548,0.46235,0.07611,0.0769,0.05288,1.58761,3.99996,1.07736,0.00018101,0.00018101,0.00018101
55,1581.72,1.51668,2.53507,0.94092,0.36703,0.08861,0.08007,0.05092,1.63397,4.08758,1.06005,0.0001745,0.0001745,0.0001745
56,1606.9,1.51944,2.41053,0.9252,0.47613,0.11004,0.07319,0.04741,1.586,4.10365,1.06533,0.000167991,0.000167991,0.000167991
57,1633.72,1.52703,2.45806,0.93467,0.43925,0.1142,0.07996,0.0518,1.57376,3.93213,1.0576,0.000161482,0.000161482,0.000161482
58,1660.52,1.50937,2.3596,0.95021,0.40644,0.09775,0.08677,0.05319,1.59477,3.94892,1.07585,0.000154973,0.000154973,0.000154973
59,1687.36,1.47699,2.34657,0.91614,0.45072,0.11004,0.07471,0.05512,1.56768,4.04367,1.03383,0.000148463,0.000148463,0.000148463
60,1713.44,1.585,2.4458,0.93661,0.49258,0.09337,0.07372,0.05449,1.62538,4.15777,1.08986,0.000141954,0.000141954,0.000141954
61,1740.03,1.47891,2.29332,0.94372,0.40036,0.10008,0.07796,0.05371,1.62939,4.28303,1.08205,0.000135445,0.000135445,0.000135445
62,1768.62,1.37119,2.1156,0.9095,0.40678,0.1017,0.07892,0.0559,1.57747,4.46831,1.06072,0.000128936,0.000128936,0.000128936
63,1795.06,1.45208,2.14966,0.90321,0.39588,0.09962,0.08103,0.05576,1.57375,4.22704,1.03775,0.000122426,0.000122426,0.000122426
64,1821.02,1.51808,2.26991,0.93428,0.38068,0.09545,0.07922,0.05636,1.52182,4.01961,1.03612,0.000115917,0.000115917,0.000115917
65,1845.95,1.49416,2.12314,0.92033,0.44961,0.09545,0.07999,0.0552,1.54607,4.1001,1.06807,0.000109408,0.000109408,0.000109408
66,1872.09,1.4997,2.24106,0.9215,0.37163,0.08295,0.07217,0.0516,1.57213,4.094,1.05918,0.000102899,0.000102899,0.000102899
67,1898.44,1.34973,2.09418,0.92014,0.39146,0.1017,0.08038,0.05305,1.57054,4.1216,1.04893,9.63895e-05,9.63895e-05,9.63895e-05
