epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1502.15,1.22539,1.34883,1.06728,0.70044,0.76219,0.72964,0.48994,1.10092,1.22988,0.93851,0.000416645,0.000416645,0.000416645
23,1585.12,1.21402,1.26738,1.03933,0.70035,0.75904,0.74357,0.50807,1.09842,1.30322,0.94683,0.000411437,0.000411437,0.000411437
24,1666.15,1.19582,1.2248,1.019,0.71956,0.71904,0.7392,0.54919,0.96531,1.1623,0.90489,0.00040623,0.00040623,0.00040623
25,1749.02,1.1647,1.21568,1.03627,0.72455,0.71757,0.72327,0.51786,1.01853,1.22586,0.90778,0.000401022,0.000401022,0.000401022
26,1815.88,1.13973,1.20958,1.03771,0.72444,0.70005,0.72659,0.50694,1.05205,1.14139,0.9,0.000395815,0.000395815,0.000395815
27,1893.27,1.12801,1.20362,1.0395,0.6689,0.70496,0.72196,0.49597,1.08499,1.33869,0.92032,0.000390608,0.000390608,0.000390608
28,1971.86,1.20999,1.23621,1.01438,0.75996,0.69905,0.72276,0.50261,1.08977,1.23817,0.90657,0.0003854,0.0003854,0.0003854
29,2941.82,1.14037,1.15751,1.01485,0.7466,0.73369,0.74624,0.52463,1.07793,1.12437,0.91361,0.000380193,0.000380193,0.000380193
30,3911.95,1.12749,1.11837,1.02108,0.75725,0.69511,0.719,0.49831,1.15313,1.22162,0.93751,0.000374985,0.000374985,0.000374985
31,3982.42,1.11229,1.13564,1.02273,0.7298,0.71466,0.73575,0.5583,0.97825,1.03614,0.8944,0.000369778,0.000369778,0.000369778
32,4054.08,1.15764,1.12976,1.02953,0.72068,0.7274,0.75373,0.55862,0.92885,1.06136,0.89694,0.000364571,0.000364571,0.000364571
33,4127.98,1.12516,1.12366,1.02122,0.70223,0.75492,0.72533,0.51112,1.07146,1.06947,0.91984,0.000359363,0.000359363,0.000359363
34,6000.13,1.14046,1.14292,1.0339,0.7498,0.71726,0.73639,0.52161,1.04233,1.01387,0.92478,0.000354156,0.000354156,0.000354156
35,6967.32,1.11026,1.04249,0.97931,0.73956,0.74943,0.75038,0.51691,1.05536,1.05384,0.92619,0.000348948,0.000348948,0.000348948
36,7977.86,1.14283,1.08281,1.00477,0.71839,0.76319,0.76293,0.56216,1.04164,1.06175,0.90634,0.000343741,0.000343741,0.000343741
37,9926.63,1.10042,1.07802,1.01432,0.68647,0.74573,0.75391,0.56767,0.96121,1.04026,0.88804,0.000338534,0.000338534,0.000338534
